gene_id	distance_to_reftss
ENSG00000163888	2
ENSG00000270170	2
ENSG00000186212	2
ENSG00000169836	2
ENSG00000178403	2
ENSG00000145384	2
ENSG00000164400	2
ENSG00000181965	2
ENSG00000256453	2
ENSG00000124827	2
ENSG00000275379	2
ENSG00000275126	2
ENSG00000168631	2
ENSG00000204539	2
ENSG00000286920	2
ENSG00000112599	2
ENSG00000177688	2
ENSG00000164853	2
ENSG00000241149	2
ENSG00000251154	2
ENSG00000127920	2
ENSG00000188050	2
ENSG00000164822	2
ENSG00000164816	2
ENSG00000176797	2
ENSG00000205883	2
ENSG00000288677	2
ENSG00000176907	2
ENSG00000167910	2
ENSG00000205186	2
ENSG00000253598	2
ENSG00000155876	2
ENSG00000188379	2
ENSG00000147896	2
ENSG00000181778	2
ENSG00000148215	2
ENSG00000187713	2
ENSG00000284976	2
ENSG00000178473	2
ENSG00000177291	2
ENSG00000138135	2
ENSG00000186766	2
ENSG00000187479	2
ENSG00000156575	2
ENSG00000183134	2
ENSG00000185085	2
ENSG00000185610	2
ENSG00000181418	2
ENSG00000170523	2
ENSG00000186442	2
ENSG00000180219	2
ENSG00000182782	2
ENSG00000181552	2
ENSG00000206150	2
ENSG00000133937	2
ENSG00000235711	2
ENSG00000177238	2
ENSG00000102891	2
ENSG00000176692	2
ENSG00000173908	2
ENSG00000212899	2
ENSG00000212724	2
ENSG00000212721	2
ENSG00000186860	2
ENSG00000184502	2
ENSG00000167941	2
ENSG00000186834	2
ENSG00000159224	2
ENSG00000160994	2
ENSG00000179751	2
ENSG00000182393	2
ENSG00000176396	2
ENSG00000170684	2
ENSG00000170604	2
ENSG00000188425	2
ENSG00000268964	2
ENSG00000275183	2
ENSG00000177025	2
ENSG00000185982	2
ENSG00000247315	2
ENSG00000177732	2
ENSG00000215397	2
ENSG00000101200	2
ENSG00000132631	2
ENSG00000179772	2
ENSG00000156284	2
ENSG00000184032	2
ENSG00000187026	2
ENSG00000183640	2
ENSG00000274749	2
ENSG00000233056	2
ENSG00000102055	2
ENSG00000186767	2
ENSG00000187969	2
ENSG00000198934	2
ENSG00000187808	2
ENSG00000236371	2
ENSG00000116329	3
ENSG00000186603	3
ENSG00000057468	3
ENSG00000163206	3
ENSG00000143184	3
ENSG00000168148	3
ENSG00000212916	3
ENSG00000242366	3
ENSG00000154165	3
ENSG00000180611	3
ENSG00000273238	3
ENSG00000250254	3
ENSG00000151005	3
ENSG00000215218	3
ENSG00000269466	3
ENSG00000145649	3
ENSG00000178015	3
ENSG00000145839	3
ENSG00000184486	3
ENSG00000168303	3
ENSG00000182111	3
ENSG00000188763	3
ENSG00000186599	3
ENSG00000183779	3
ENSG00000176566	3
ENSG00000168263	3
ENSG00000185972	3
ENSG00000177992	3
ENSG00000148156	3
ENSG00000177613	3
ENSG00000179774	3
ENSG00000214285	3
ENSG00000197674	3
ENSG00000176009	3
ENSG00000150244	3
ENSG00000213402	3
ENSG00000261594	3
ENSG00000188909	3
ENSG00000111796	3
ENSG00000177938	3
ENSG00000205426	3
ENSG00000037965	3
ENSG00000204671	3
ENSG00000102837	3
ENSG00000175311	3
ENSG00000185561	3
ENSG00000181323	3
ENSG00000133020	3
ENSG00000108702	3
ENSG00000131738	3
ENSG00000094796	3
ENSG00000228075	3
ENSG00000205922	3
ENSG00000125657	3
ENSG00000181786	3
ENSG00000171773	3
ENSG00000189052	3
ENSG00000104848	3
ENSG00000101435	3
ENSG00000183798	3
ENSG00000149635	3
ENSG00000125508	3
ENSG00000182816	3
ENSG00000198390	3
ENSG00000244025	3
ENSG00000186967	3
ENSG00000204363	3
ENSG00000186912	3
ENSG00000101890	3
ENSG00000176076	3
ENSG00000134595	3
ENSG00000154620	3
ENSG00000228594	4
ENSG00000250719	4
ENSG00000186150	4
ENSG00000134249	4
ENSG00000163263	4
ENSG00000243284	4
ENSG00000284188	4
ENSG00000119737	4
ENSG00000176020	4
ENSG00000259956	4
ENSG00000214681	4
ENSG00000081148	4
ENSG00000163914	4
ENSG00000181467	4
ENSG00000186222	4
ENSG00000212122	4
ENSG00000198944	4
ENSG00000226650	4
ENSG00000196570	4
ENSG00000054598	4
ENSG00000235272	4
ENSG00000164600	4
ENSG00000218305	4
ENSG00000156466	4
ENSG00000165059	4
ENSG00000187714	4
ENSG00000253626	4
ENSG00000203942	4
ENSG00000043591	4
ENSG00000188620	4
ENSG00000183161	4
ENSG00000182103	4
ENSG00000236027	4
ENSG00000253719	4
ENSG00000198774	4
ENSG00000180332	4
ENSG00000125285	4
ENSG00000185352	4
ENSG00000189139	4
ENSG00000267909	4
ENSG00000223496	4
ENSG00000103241	4
ENSG00000185924	4
ENSG00000108947	4
ENSG00000185156	4
ENSG00000183153	4
ENSG00000185294	4
ENSG00000179673	4
ENSG00000159184	4
ENSG00000183709	4
ENSG00000105205	4
ENSG00000125817	4
ENSG00000125816	4
ENSG00000178726	4
ENSG00000124157	4
ENSG00000182591	4
ENSG00000198445	4
ENSG00000183434	4
ENSG00000203933	4
ENSG00000277150	4
ENSG00000158246	5
ENSG00000223658	5
ENSG00000144583	5
ENSG00000241119	5
ENSG00000154252	5
ENSG00000283706	5
ENSG00000248483	5
ENSG00000243056	5
ENSG00000244234	5
ENSG00000112273	5
ENSG00000278588	5
ENSG00000274997	5
ENSG00000221821	5
ENSG00000187189	5
ENSG00000214415	5
ENSG00000164821	5
ENSG00000130957	5
ENSG00000187003	5
ENSG00000119938	5
ENSG00000174721	5
ENSG00000254636	5
ENSG00000176971	5
ENSG00000176340	5
ENSG00000181333	5
ENSG00000226761	5
ENSG00000175189	5
ENSG00000215475	5
ENSG00000165389	5
ENSG00000136327	5
ENSG00000213578	5
ENSG00000234186	5
ENSG00000198271	5
ENSG00000178531	5
ENSG00000171223	5
ENSG00000213965	5
ENSG00000283567	5
ENSG00000243543	5
ENSG00000149651	5
ENSG00000132825	5
ENSG00000238205	5
ENSG00000187690	5
ENSG00000123576	5
ENSG00000196972	5
ENSG00000277858	5
ENSG00000178828	6
ENSG00000279782	6
ENSG00000222014	6
ENSG00000144227	6
ENSG00000118245	6
ENSG00000239732	6
ENSG00000180767	6
ENSG00000168875	6
ENSG00000132467	6
ENSG00000113212	6
ENSG00000135312	6
ENSG00000185290	6
ENSG00000198129	6
ENSG00000265203	6
ENSG00000171794	6
ENSG00000242689	6
ENSG00000170967	6
ENSG00000196917	6
ENSG00000182968	6
ENSG00000280789	6
ENSG00000185245	6
ENSG00000177143	6
ENSG00000206043	6
ENSG00000284638	6
ENSG00000105428	6
ENSG00000196767	6
ENSG00000158748	7
ENSG00000288460	7
ENSG00000174529	7
ENSG00000162881	7
ENSG00000175040	7
ENSG00000145309	7
ENSG00000185028	7
ENSG00000271824	7
ENSG00000146047	7
ENSG00000277775	7
ENSG00000137270	7
ENSG00000203909	7
ENSG00000130427	7
ENSG00000147873	7
ENSG00000198435	7
ENSG00000181274	7
ENSG00000173456	7
ENSG00000177875	7
ENSG00000176435	7
ENSG00000188277	7
ENSG00000178257	7
ENSG00000281991	7
ENSG00000177602	7
ENSG00000273604	7
ENSG00000170689	7
ENSG00000266826	7
ENSG00000105708	7
ENSG00000105617	7
ENSG00000101825	7
ENSG00000184735	7
ENSG00000184675	7
ENSG00000125352	7
ENSG00000175793	8
ENSG00000181656	8
ENSG00000176887	8
ENSG00000177673	8
ENSG00000170837	8
ENSG00000170549	8
ENSG00000120324	8
ENSG00000169252	8
ENSG00000113722	8
ENSG00000266265	8
ENSG00000165204	8
ENSG00000178372	8
ENSG00000196371	8
ENSG00000255398	8
ENSG00000139797	8
ENSG00000169385	8
ENSG00000214943	8
ENSG00000254585	8
ENSG00000073598	8
ENSG00000196350	8
ENSG00000132671	8
ENSG00000198881	8
ENSG00000171450	9
ENSG00000182308	9
ENSG00000177300	9
ENSG00000181867	9
ENSG00000120738	9
ENSG00000231989	9
ENSG00000164438	9
ENSG00000204366	9
ENSG00000065060	9
ENSG00000288646	9
ENSG00000221900	9
ENSG00000165244	9
ENSG00000256797	9
ENSG00000187581	9
ENSG00000234438	9
ENSG00000086506	9
ENSG00000141200	9
ENSG00000124107	9
ENSG00000180205	9
ENSG00000168634	9
ENSG00000230594	9
ENSG00000184785	9
ENSG00000196976	9
ENSG00000186844	10
ENSG00000178395	10
ENSG00000226479	10
ENSG00000197557	10
ENSG00000136514	10
ENSG00000196475	10
ENSG00000177432	10
ENSG00000181541	10
ENSG00000187372	10
ENSG00000146066	10
ENSG00000165312	10
ENSG00000182791	10
ENSG00000285133	10
ENSG00000165496	10
ENSG00000256812	10
ENSG00000182810	10
ENSG00000185669	10
ENSG00000212725	10
ENSG00000205138	10
ENSG00000130748	10
ENSG00000260903	10
ENSG00000156282	10
ENSG00000206106	10
ENSG00000132446	10
ENSG00000185448	10
ENSG00000226784	10
ENSG00000198889	10
ENSG00000198841	11
ENSG00000203737	11
ENSG00000169564	11
ENSG00000218823	11
ENSG00000197353	11
ENSG00000175283	11
ENSG00000188483	11
ENSG00000174807	11
ENSG00000262406	11
ENSG00000204442	11
ENSG00000124217	11
ENSG00000102128	11
ENSG00000205116	12
ENSG00000188784	12
ENSG00000163221	12
ENSG00000170385	12
ENSG00000174948	12
ENSG00000163394	12
ENSG00000118804	12
ENSG00000186367	12
ENSG00000169976	12
ENSG00000234224	12
ENSG00000253958	12
ENSG00000164743	12
ENSG00000136897	12
ENSG00000175315	12
ENSG00000139515	12
ENSG00000178718	12
ENSG00000168286	12
ENSG00000212657	12
ENSG00000253506	12
ENSG00000187650	12
ENSG00000213973	12
ENSG00000176746	12
ENSG00000188021	12
ENSG00000171054	12
ENSG00000027644	13
ENSG00000162817	13
ENSG00000155760	13
ENSG00000288658	13
ENSG00000174749	13
ENSG00000174599	13
ENSG00000255833	13
ENSG00000124766	13
ENSG00000273802	13
ENSG00000275663	13
ENSG00000157240	13
ENSG00000179886	13
ENSG00000205867	13
ENSG00000197745	13
ENSG00000123407	13
ENSG00000274180	13
ENSG00000131068	13
ENSG00000124249	13
ENSG00000206203	13
ENSG00000176022	14
ENSG00000249992	14
ENSG00000183770	14
ENSG00000186777	14
ENSG00000188573	14
ENSG00000286131	14
ENSG00000180543	14
ENSG00000120075	14
ENSG00000155961	14
ENSG00000179023	15
ENSG00000159455	15
ENSG00000173349	15
ENSG00000180929	15
ENSG00000163114	15
ENSG00000155858	15
ENSG00000175325	15
ENSG00000277157	15
ENSG00000276903	15
ENSG00000189134	15
ENSG00000204779	15
ENSG00000187866	15
ENSG00000204899	15
ENSG00000230778	15
ENSG00000124237	15
ENSG00000226372	15
ENSG00000189369	15
ENSG00000186675	15
ENSG00000151379	16
ENSG00000206536	16
ENSG00000275713	16
ENSG00000204439	16
ENSG00000183128	16
ENSG00000176422	16
ENSG00000198812	16
ENSG00000230522	16
ENSG00000171357	17
ENSG00000109272	17
ENSG00000185130	17
ENSG00000146383	17
ENSG00000205864	17
ENSG00000179331	17
ENSG00000151846	17
ENSG00000185950	17
ENSG00000163083	18
ENSG00000247626	18
ENSG00000214360	18
ENSG00000124659	18
ENSG00000118402	18
ENSG00000176410	18
ENSG00000221869	18
ENSG00000234829	18
ENSG00000256537	18
ENSG00000257594	18
ENSG00000168282	18
ENSG00000197417	18
ENSG00000196544	18
ENSG00000205439	18
ENSG00000178033	19
ENSG00000205808	19
ENSG00000196224	19
ENSG00000172404	19
ENSG00000227234	19
ENSG00000183114	20
ENSG00000186564	20
ENSG00000230667	20
ENSG00000288705	20
ENSG00000175077	20
ENSG00000253548	20
ENSG00000273983	20
ENSG00000170748	20
ENSG00000235268	20
ENSG00000224659	20
ENSG00000227488	20
ENSG00000178947	20
ENSG00000279111	21
ENSG00000278463	21
ENSG00000197061	21
ENSG00000196866	21
ENSG00000175602	21
ENSG00000198033	21
ENSG00000120696	21
ENSG00000119669	21
ENSG00000054803	21
ENSG00000046774	21
ENSG00000243073	22
ENSG00000184270	22
ENSG00000271079	22
ENSG00000154478	22
ENSG00000197296	22
ENSG00000137273	23
ENSG00000124575	23
ENSG00000120211	23
ENSG00000176903	23
ENSG00000267534	23
ENSG00000186326	23
ENSG00000221916	23
ENSG00000216649	23
ENSG00000276966	24
ENSG00000286075	24
ENSG00000198680	24
ENSG00000123364	24
ENSG00000180138	24
ENSG00000256762	24
ENSG00000184292	25
ENSG00000184678	25
ENSG00000232948	25
ENSG00000184995	25
ENSG00000165572	25
ENSG00000206181	25
ENSG00000170961	26
ENSG00000075290	26
ENSG00000167981	26
ENSG00000277531	26
ENSG00000288706	26
ENSG00000224902	26
ENSG00000196368	26
ENSG00000185523	27
ENSG00000167359	27
ENSG00000255150	27
ENSG00000179918	27
ENSG00000275489	27
ENSG00000189060	27
ENSG00000288661	27
ENSG00000235961	27
ENSG00000168298	28
ENSG00000182154	28
ENSG00000166189	28
ENSG00000179071	28
ENSG00000182636	28
ENSG00000182742	28
ENSG00000160182	28
ENSG00000175809	28
ENSG00000213171	29
ENSG00000177383	29
ENSG00000187566	29
ENSG00000146676	29
ENSG00000288634	29
ENSG00000213417	29
ENSG00000237957	29
ENSG00000242362	29
ENSG00000179862	30
ENSG00000165215	30
ENSG00000175073	30
ENSG00000185115	30
ENSG00000168792	30
ENSG00000263874	30
ENSG00000177558	30
ENSG00000198743	30
ENSG00000145337	31
ENSG00000255072	31
ENSG00000139610	31
ENSG00000170468	31
ENSG00000232838	31
ENSG00000170925	31
ENSG00000178084	32
ENSG00000205718	32
ENSG00000170191	32
ENSG00000185818	33
ENSG00000173013	33
ENSG00000287080	33
ENSG00000177023	33
ENSG00000285723	33
ENSG00000212747	33
ENSG00000277745	34
ENSG00000198398	35
ENSG00000288712	35
ENSG00000127366	35
ENSG00000170439	35
ENSG00000234278	35
ENSG00000177465	35
ENSG00000198455	35
ENSG00000146618	36
ENSG00000142513	36
ENSG00000204019	36
ENSG00000288654	37
ENSG00000187068	37
ENSG00000273703	38
ENSG00000135045	38
ENSG00000237247	38
ENSG00000124089	38
ENSG00000284701	41
ENSG00000288702	41
ENSG00000278677	42
ENSG00000112378	42
ENSG00000288645	42
ENSG00000262664	42
ENSG00000230797	43
ENSG00000187601	43
ENSG00000181449	44
ENSG00000214518	44
ENSG00000142511	45
ENSG00000198205	45
ENSG00000196098	46
ENSG00000163735	46
ENSG00000229894	46
ENSG00000179041	46
ENSG00000183251	46
ENSG00000215595	46
ENSG00000164695	47
ENSG00000239886	47
ENSG00000186288	47
ENSG00000148136	48
ENSG00000277556	48
ENSG00000276119	48
ENSG00000166884	49
ENSG00000215454	49
ENSG00000187766	49
ENSG00000173080	51
ENSG00000268738	52
ENSG00000180386	53
ENSG00000289762	54
ENSG00000171116	54
ENSG00000182415	54
ENSG00000175514	55
ENSG00000187175	55
ENSG00000236126	56
ENSG00000212722	58
ENSG00000126368	59
ENSG00000232263	59
ENSG00000204572	60
ENSG00000228517	60
ENSG00000124657	61
ENSG00000147885	61
ENSG00000140406	62
ENSG00000129873	62
ENSG00000157999	63
ENSG00000186943	63
ENSG00000188636	63
ENSG00000236761	65
ENSG00000186572	66
ENSG00000170782	68
ENSG00000173431	68
ENSG00000255374	69
ENSG00000288626	70
ENSG00000161850	70
ENSG00000213714	70
ENSG00000171014	71
ENSG00000143315	73
ENSG00000198754	76
ENSG00000288716	76
ENSG00000101074	76
ENSG00000289604	77
ENSG00000221864	77
ENSG00000212126	78
ENSG00000186306	79
ENSG00000255181	79
ENSG00000176281	79
ENSG00000184814	80
ENSG00000180318	82
ENSG00000182083	83
ENSG00000255423	83
ENSG00000130950	84
ENSG00000278889	87
ENSG00000189169	88
ENSG00000231396	90
ENSG00000288529	91
ENSG00000184724	91
ENSG00000172208	93
ENSG00000121381	94
ENSG00000181963	95
ENSG00000235376	96
ENSG00000241233	99
ENSG00000063515	99
ENSG00000204640	101
ENSG00000244623	102
ENSG00000204478	103
ENSG00000170027	105
ENSG00000198083	107
ENSG00000183733	109
ENSG00000188155	109
ENSG00000244411	111
ENSG00000204086	111
ENSG00000243489	112
ENSG00000181499	113
ENSG00000279012	114
ENSG00000185899	115
ENSG00000256436	115
ENSG00000187559	116
ENSG00000127362	118
ENSG00000172538	121
ENSG00000221859	121
ENSG00000187754	122
ENSG00000172464	123
ENSG00000176547	127
ENSG00000288623	127
ENSG00000215455	128
ENSG00000254550	129
ENSG00000215695	131
ENSG00000185962	131
ENSG00000163794	131
ENSG00000170920	134
ENSG00000172680	135
ENSG00000206260	138
ENSG00000170122	139
ENSG00000164778	140
ENSG00000233701	148
ENSG00000182170	148
ENSG00000163982	151
ENSG00000212933	151
ENSG00000212124	157
ENSG00000121318	158
ENSG00000185940	160
ENSG00000228567	176
ENSG00000204887	181
ENSG00000197849	185
ENSG00000169488	188
ENSG00000280165	189
ENSG00000180053	193
ENSG00000177047	195
ENSG00000186965	234
ENSG00000288570	254
ENSG00000196406	275
ENSG00000188996	284
ENSG00000119138	319
ENSG00000187166	329
ENSG00000288608	352
ENSG00000197938	372
ENSG00000256188	416
ENSG00000284981	429
ENSG00000184492	431
ENSG00000178201	440
ENSG00000283268	454
ENSG00000255837	536
ENSG00000205642	587
ENSG00000196734	621
ENSG00000184388	628
ENSG00000268041	645
ENSG00000288708	648
ENSG00000187855	654
ENSG00000288611	789
ENSG00000184659	849
ENSG00000198854	930
ENSG00000288625	1008
ENSG00000291307	1023
ENSG00000274183	1045
ENSG00000221954	1106
ENSG00000198967	1177
ENSG00000283288	1503
ENSG00000286224	1609
ENSG00000269526	1653
ENSG00000127364	1770
ENSG00000285025	1867
ENSG00000280204	2106
ENSG00000185758	2141
ENSG00000274529	2144
ENSG00000171360	2257
ENSG00000269433	2265
ENSG00000167360	2362
ENSG00000177462	2630
ENSG00000214447	2797
ENSG00000229292	2822
ENSG00000205495	2936
ENSG00000121314	2976
